id,y
40213,1
40214,0
40215,1
40216,0
40217,0
40218,1
40219,0
40220,0
40221,0
40222,0
40223,0
40224,0
40225,0
40226,0
40227,0
40228,0
40229,1
40230,0
40231,0
40232,0
40233,0
40234,0
40235,0
40236,1
40237,1
40238,0
40239,0
40240,0
40241,0
40242,0
40243,0
40244,1
40245,0
40246,0
40247,1
40248,0
40249,1
40250,0
40251,0
40252,1
40253,1
40254,0
40255,0
40256,0
40257,1
40258,0
40259,1
40260,1
40261,1
40262,1
40263,1
40264,0
40265,0
40266,0
40267,1
40268,0
40269,0
40270,0
40271,0
40272,0
40273,1
40274,0
40275,0
40276,0
40277,0
40278,0
40279,0
40280,0
40281,1
40282,0
40283,0
40284,0
40285,0
40286,0
40287,1
40288,0
40289,0
40290,1
40291,1
40292,0
40293,0
40294,0
40295,0
40296,1
40297,0
40298,0
40299,0
40300,0
40301,0
40302,0
40303,0
40304,0
40305,0
40306,1
40307,1
40308,1
40309,0
40310,0
40311,0
40312,0
40313,0
40314,0
40315,0
40316,0
40317,0
40318,0
40319,1
40320,0
40321,0
40322,1
40323,0
40324,0
40325,1
40326,0
40327,0
40328,0
40329,1
40330,0
40331,0
40332,1
40333,0
40334,0
40335,0
40336,0
40337,0
40338,1
40339,1
40340,1
40341,0
40342,0
40343,0
40344,1
40345,1
40346,0
40347,0
40348,0
40349,0
40350,0
40351,0
40352,0
40353,0
40354,0
40355,0
40356,0
40357,1
40358,0
40359,0
40360,1
40361,1
40362,0
40363,0
40364,0
40365,1
40366,1
40367,0
40368,1
40369,1
40370,0
40371,0
40372,0
40373,1
40374,0
40375,0
40376,0
40377,0
40378,1
40379,1
40380,0
40381,1
40382,1
40383,0
40384,0
40385,0
40386,0
40387,0
40388,0
40389,0
40390,0
40391,0
40392,1
40393,0
40394,0
40395,0
40396,0
40397,0
40398,0
40399,0
40400,1
40401,1
40402,0
40403,0
40404,0
40405,0
40406,1
40407,0
40408,0
40409,1
40410,0
40411,0
40412,1
40413,0
40414,0
40415,0
40416,0
40417,0
40418,1
40419,0
40420,1
40421,0
40422,0
40423,0
40424,0
40425,1
40426,0
40427,0
40428,0
40429,0
40430,0
40431,0
40432,0
40433,0
40434,0
40435,0
40436,1
40437,1
40438,0
40439,0
40440,1
40441,0
40442,1
40443,0
40444,0
40445,1
40446,0
40447,0
40448,0
40449,0
40450,0
40451,0
40452,0
40453,0
40454,0
40455,0
40456,0
40457,0
40458,0
40459,0
40460,0
40461,0
40462,0
40463,0
40464,0
40465,0
40466,1
40467,1
40468,0
40469,0
40470,0
40471,0
40472,0
40473,0
40474,0
40475,1
40476,0
40477,1
40478,0
40479,0
40480,1
40481,0
40482,0
40483,1
40484,0
40485,0
40486,0
40487,0
40488,1
40489,1
40490,0
40491,1
40492,0
40493,1
40494,0
40495,0
40496,0
40497,1
40498,1
40499,0
40500,0
40501,0
40502,0
40503,0
40504,0
40505,0
40506,0
40507,1
40508,1
40509,0
40510,0
40511,1
40512,0
40513,0
40514,0
40515,1
40516,1
40517,0
40518,1
40519,0
40520,0
40521,1
40522,0
40523,0
40524,0
40525,0
40526,1
40527,0
40528,0
40529,0
40530,1
40531,1
40532,0
40533,0
40534,1
40535,1
40536,0
40537,0
40538,0
40539,0
40540,0
40541,0
40542,0
40543,0
40544,0
40545,1
40546,0
40547,1
40548,1
40549,1
40550,0
40551,0
40552,0
40553,0
40554,1
40555,1
40556,0
40557,0
40558,1
40559,0
40560,0
40561,0
40562,0
40563,0
40564,0
40565,1
40566,0
40567,0
40568,0
40569,1
40570,0
40571,0
40572,0
40573,1
40574,1
40575,1
40576,1
40577,0
40578,0
40579,0
40580,1
40581,1
40582,0
40583,0
40584,0
40585,1
40586,1
40587,1
40588,0
40589,0
40590,0
40591,1
40592,1
40593,0
40594,0
40595,0
40596,0
40597,0
40598,0
40599,0
40600,1
40601,0
40602,1
40603,0
40604,0
40605,0
40606,0
40607,1
40608,1
40609,0
40610,1
40611,1
40612,0
40613,1
40614,0
40615,0
40616,1
40617,1
40618,0
40619,0
40620,1
40621,1
40622,0
40623,0
40624,0
40625,0
40626,1
40627,0
40628,0
40629,0
40630,0
40631,1
40632,0
40633,0
40634,0
40635,1
40636,0
40637,0
40638,0
40639,0
40640,0
40641,0
40642,0
40643,0
40644,0
40645,1
40646,0
40647,0
40648,0
40649,0
40650,0
40651,1
40652,0
40653,0
40654,0
40655,0
40656,1
40657,1
40658,0
40659,0
40660,0
40661,0
40662,0
40663,0
40664,0
40665,0
40666,0
40667,1
40668,1
40669,0
40670,1
40671,1
40672,0
40673,0
40674,1
40675,0
40676,0
40677,0
40678,1
40679,0
40680,1
40681,1
40682,0
40683,0
40684,0
40685,0
40686,0
40687,0
40688,0
40689,0
40690,0
40691,1
40692,0
40693,0
40694,1
40695,0
40696,0
40697,1
40698,0
40699,0
40700,0
40701,1
40702,0
40703,1
40704,0
40705,0
40706,1
40707,0
40708,0
40709,1
40710,0
40711,1
40712,0
40713,1
40714,0
40715,0
40716,0
40717,1
40718,1
40719,1
40720,0
40721,0
40722,1
40723,0
40724,0
40725,0
40726,0
40727,1
40728,0
40729,0
40730,1
40731,0
40732,1
40733,1
40734,0
40735,0
40736,0
40737,1
40738,1
40739,0
40740,1
40741,0
40742,1
40743,0
40744,0
40745,0
40746,1
40747,1
40748,1
40749,0
40750,1
40751,0
40752,0
40753,1
40754,0
40755,1
40756,0
40757,0
40758,0
40759,1
40760,1
40761,0
40762,0
40763,1
40764,0
40765,0
40766,0
40767,0
40768,0
40769,1
40770,1
40771,0
40772,1
40773,0
40774,0
40775,0
40776,0
40777,1
40778,0
40779,0
40780,0
40781,0
40782,0
40783,1
40784,1
40785,1
40786,0
40787,0
40788,1
40789,1
40790,0
40791,1
40792,0
40793,0
40794,0
40795,0
40796,1
40797,0
40798,1
40799,1
40800,1
40801,0
40802,0
40803,0
40804,0
40805,1
40806,0
40807,0
40808,0
40809,0
40810,0
40811,0
40812,0
40813,0
40814,0
40815,0
40816,0
40817,1
40818,1
40819,1
40820,0
40821,1
40822,1
40823,1
40824,1
40825,1
40826,1
40827,1
40828,0
40829,0
40830,0
40831,0
40832,0
40833,0
40834,0
40835,0
40836,1
40837,0
40838,0
40839,0
40840,1
40841,1
40842,0
40843,0
40844,0
40845,0
40846,0
40847,1
40848,0
40849,0
40850,0
40851,0
40852,0
40853,1
40854,0
40855,0
40856,1
40857,0
40858,1
40859,1
40860,0
40861,1
40862,0
40863,0
40864,1
40865,0
40866,0
40867,0
40868,0
40869,1
40870,0
40871,1
40872,0
40873,1
40874,0
40875,0
40876,0
40877,0
40878,0
40879,0
40880,0
40881,0
40882,1
40883,0
40884,0
40885,1
40886,0
40887,1
40888,1
40889,0
40890,0
40891,1
40892,1
40893,0
40894,0
40895,0
40896,0
40897,0
40898,1
40899,0
40900,1
40901,0
40902,0
40903,0
40904,0
40905,0
40906,1
40907,0
40908,0
40909,0
40910,0
40911,0
40912,1
40913,0
40914,1
40915,1
40916,1
40917,1
40918,0
40919,0
40920,1
40921,1
40922,0
40923,0
40924,0
40925,1
40926,1
40927,0
40928,1
40929,0
40930,1
40931,1
40932,0
40933,1
40934,0
40935,0
40936,0
40937,0
40938,0
40939,0
40940,0
40941,1
40942,1
40943,0
40944,1
40945,0
40946,0
40947,0
40948,1
40949,1
40950,1
40951,0
40952,0
40953,0
40954,0
40955,0
40956,1
40957,0
40958,0
40959,1
40960,0
40961,0
40962,0
40963,0
40964,0
40965,1
40966,1
40967,1
40968,0
40969,0
40970,0
40971,0
40972,0
40973,0
40974,1
40975,0
40976,0
40977,0
40978,1
40979,1
40980,0
40981,0
40982,1
40983,1
40984,0
40985,0
40986,0
40987,0
40988,0
40989,0
40990,0
40991,1
40992,1
40993,0
40994,0
40995,0
40996,0
40997,1
40998,0
40999,0
41000,1
41001,0
41002,0
41003,0
41004,0
41005,0
41006,0
41007,0
41008,1
41009,0
41010,0
41011,0
41012,0
41013,0
41014,0
41015,0
41016,1
41017,1
41018,1
41019,0
41020,1
41021,0
41022,0
41023,0
41024,1
41025,1
41026,0
41027,0
41028,0
41029,0
41030,1
41031,1
41032,0
41033,0
41034,0
41035,0
41036,0
41037,0
41038,1
41039,1
41040,1
41041,0
41042,1
41043,0
41044,1
41045,1
41046,0
41047,0
41048,0
41049,0
41050,1
41051,1
41052,0
41053,0
41054,1
41055,0
41056,0
41057,1
41058,1
41059,1
41060,1
41061,0
41062,0
41063,0
41064,1
41065,0
41066,0
41067,0
41068,0
41069,1
41070,0
41071,0
41072,1
41073,1
41074,0
41075,1
41076,1
41077,0
41078,1
41079,1
41080,0
41081,1
41082,0
41083,1
41084,0
41085,1
41086,1
41087,1
41088,1
41089,0
41090,1
41091,0
41092,0
41093,0
41094,1
41095,0
41096,0
41097,0
41098,0
41099,1
41100,1
41101,0
41102,1
41103,1
41104,1
41105,1
41106,1
41107,0
41108,1
41109,1
41110,0
41111,1
41112,0
41113,0
41114,0
41115,1
41116,0
41117,1
41118,0
41119,1
41120,0
41121,1
41122,1
41123,0
41124,0
41125,1
41126,0
41127,0
41128,1
41129,1
41130,0
41131,0
41132,1
41133,0
41134,1
41135,1
41136,1
41137,0
41138,0
41139,0
41140,0
41141,0
41142,0
41143,0
41144,0
41145,0
41146,0
41147,1
41148,0
41149,1
41150,1
41151,1
41152,1
41153,1
41154,1
41155,1
41156,0
41157,0
41158,0
41159,1
41160,0
41161,0
41162,0
41163,1
41164,0
41165,0
41166,1
41167,1
41168,0
41169,0
41170,0
41171,0
41172,0
41173,1
41174,0
41175,0
41176,0
41177,0
41178,1
41179,0
41180,0
41181,1
41182,0
41183,0
41184,0
41185,1
41186,0
41187,0
41188,1
41189,0
41190,1
41191,0
41192,0
41193,1
41194,0
41195,0
41196,1
41197,1
41198,1
41199,1
41200,0
41201,0
41202,0
41203,0
41204,0
41205,0
41206,0
41207,0
41208,0
41209,0
41210,0
41211,0
41212,1
41213,0
41214,1
41215,0
41216,0
41217,0
41218,1
41219,0
41220,0
41221,0
41222,0
41223,1
41224,1
41225,1
41226,0
41227,0
41228,1
41229,1
41230,0
41231,0
41232,1
41233,0
41234,0
41235,0
41236,0
41237,0
41238,1
41239,0
41240,1
41241,1
41242,0
41243,0
41244,0
41245,0
41246,0
41247,1
41248,0
41249,0
41250,1
41251,0
41252,0
41253,0
41254,0
41255,0
41256,0
41257,1
41258,0
41259,0
41260,0
41261,1
41262,1
41263,1
41264,0
41265,0
41266,1
41267,1
41268,1
41269,1
41270,0
41271,1
41272,1
41273,1
41274,1
41275,0
41276,0
41277,1
41278,0
41279,0
41280,0
41281,0
41282,0
41283,1
41284,0
41285,1
41286,0
41287,1
41288,0
41289,1
41290,0
41291,0
41292,0
41293,0
41294,0
41295,1
41296,0
41297,1
41298,0
41299,0
41300,0
41301,0
41302,1
41303,0
41304,0
41305,1
41306,0
41307,0
41308,1
41309,1
41310,0
41311,0
41312,0
41313,1
41314,1
41315,1
41316,1
41317,0
41318,1
41319,0
41320,1
41321,0
41322,0
41323,0
41324,0
41325,1
41326,0
41327,1
41328,1
41329,0
41330,1
41331,0
41332,0
41333,0
41334,0
41335,0
41336,0
41337,1
41338,0
41339,0
41340,0
41341,1
41342,0
41343,0
41344,0
41345,0
41346,0
41347,1
41348,0
41349,0
41350,0
41351,0
41352,0
41353,1
41354,0
41355,1
41356,0
41357,0
41358,0
41359,1
41360,1
41361,0
41362,0
41363,1
41364,0
41365,0
41366,0
41367,0
41368,0
41369,0
41370,0
41371,0
41372,1
41373,0
41374,0
41375,1
41376,0
41377,1
41378,0
41379,0
41380,0
41381,1
41382,1
41383,0
41384,1
41385,0
41386,1
41387,0
41388,1
41389,0
41390,0
41391,0
41392,0
41393,0
41394,0
41395,1
41396,0
41397,0
41398,1
41399,1
41400,0
41401,0
41402,1
41403,0
41404,0
41405,1
41406,0
41407,1
41408,0
41409,1
41410,0
41411,0
41412,0
41413,0
41414,0
41415,1
41416,0
41417,1
41418,0
41419,0
41420,0
41421,0
41422,0
41423,0
41424,0
41425,0
41426,1
41427,0
41428,0
41429,0
41430,1
41431,0
41432,1
41433,0
41434,0
41435,1
41436,0
41437,0
41438,0
41439,1
41440,1
41441,0
41442,1
41443,0
41444,0
41445,0
41446,1
41447,0
41448,1
41449,0
41450,0
41451,0
41452,0
41453,0
41454,0
41455,1
41456,0
41457,0
41458,1
41459,0
41460,1
41461,1
41462,0
41463,0
41464,1
41465,0
41466,1
41467,0
41468,0
41469,0
41470,0
41471,1
41472,1
41473,1
41474,0
41475,1
41476,1
41477,0
41478,0
41479,1
41480,0
41481,0
41482,0
41483,0
41484,0
41485,1
41486,0
41487,1
41488,0
41489,0
41490,0
41491,0
41492,0
41493,0
41494,1
41495,0
41496,1
41497,1
41498,0
41499,1
41500,0
41501,0
41502,1
41503,0
41504,0
41505,0
41506,0
41507,0
41508,1
41509,0
41510,1
41511,1
41512,0
41513,1
41514,0
41515,0
41516,0
41517,0
41518,0
41519,1
41520,1
41521,1
41522,1
41523,1
41524,0
41525,0
41526,1
41527,0
41528,0
41529,0
41530,1
41531,0
41532,0
41533,1
41534,0
41535,0
41536,1
41537,0
41538,1
41539,0
41540,1
41541,1
41542,1
41543,0
41544,1
41545,0
41546,0
41547,0
41548,0
41549,1
41550,1
41551,0
41552,1
41553,1
41554,0
41555,1
41556,1
41557,1
41558,0
41559,1
41560,0
41561,0
41562,0
41563,0
41564,1
41565,1
41566,0
41567,1
41568,1
41569,0
41570,0
41571,1
41572,0
41573,0
41574,1
41575,0
41576,1
41577,1
41578,0
41579,0
41580,0
41581,1
41582,0
41583,0
41584,1
41585,1
41586,0
41587,1
41588,0
41589,1
41590,1
41591,0
41592,1
41593,0
41594,0
41595,0
41596,1
41597,1
41598,1
41599,0
41600,0
41601,0
41602,1
41603,0
41604,1
41605,0
41606,0
41607,0
41608,0
41609,1
41610,0
41611,0
41612,0
41613,1
41614,1
41615,0
41616,0
41617,1
41618,0
41619,0
41620,0
41621,0
41622,0
41623,0
41624,0
41625,0
41626,0
41627,0
41628,0
41629,0
41630,0
41631,0
41632,0
41633,1
41634,1
41635,1
41636,0
41637,0
41638,1
41639,0
41640,0
41641,0
41642,0
41643,1
41644,0
41645,1
41646,1
41647,1
41648,1
41649,0
41650,0
41651,1
41652,0
41653,1
41654,0
41655,0
41656,0
41657,1
41658,0
41659,0
41660,1
41661,0
41662,0
41663,0
41664,0
41665,0
41666,0
41667,0
41668,0
41669,0
41670,1
41671,0
41672,0
41673,0
41674,1
41675,1
41676,0
41677,0
41678,1
41679,0
41680,1
41681,1
41682,1
41683,1
41684,1
41685,1
41686,1
41687,1
41688,1
41689,0
41690,0
41691,0
41692,0
41693,0
41694,0
41695,1
41696,0
41697,1
41698,0
41699,0
41700,1
41701,0
41702,0
41703,1
41704,0
41705,1
41706,0
41707,1
41708,0
41709,0
41710,0
41711,1
41712,1
41713,0
41714,0
41715,0
41716,1
41717,0
41718,1
41719,0
41720,0
41721,0
41722,0
41723,0
41724,0
41725,0
41726,0
41727,0
41728,0
41729,0
41730,0
41731,0
41732,0
41733,1
41734,1
41735,1
41736,1
41737,1
41738,0
41739,0
41740,1
41741,0
41742,0
41743,1
41744,0
41745,0
41746,0
41747,0
41748,0
41749,0
41750,0
41751,1
41752,0
41753,0
41754,0
41755,0
41756,0
41757,1
41758,0
41759,0
41760,0
41761,1
41762,0
41763,0
41764,1
41765,0
41766,0
41767,0
41768,1
41769,1
41770,0
41771,1
41772,0
41773,0
41774,0
41775,0
41776,0
41777,0
41778,1
41779,1
41780,0
41781,0
41782,1
41783,0
41784,0
41785,1
41786,0
41787,0
41788,0
41789,1
41790,0
41791,1
41792,1
41793,0
41794,0
41795,1
41796,0
41797,0
41798,1
41799,0
41800,1
41801,0
41802,1
41803,1
41804,0
41805,0
41806,0
41807,0
41808,1
41809,0
41810,1
41811,0
41812,0
41813,1
41814,0
41815,0
41816,0
41817,1
41818,0
41819,0
41820,0
41821,0
41822,1
41823,0
41824,0
41825,0
41826,0
41827,0
41828,0
41829,1
41830,0
41831,0
41832,1
41833,1
41834,0
41835,1
41836,1
41837,0
41838,0
41839,1
41840,0
41841,0
41842,1
41843,1
41844,1
41845,1
41846,1
41847,0
41848,0
41849,0
41850,1
41851,1
41852,0
41853,0
41854,0
41855,1
41856,0
41857,1
41858,1
41859,1
41860,0
41861,0
41862,1
41863,0
41864,0
41865,0
41866,0
41867,0
41868,0
41869,1
41870,1
41871,1
41872,0
41873,0
41874,0
41875,0
41876,0
41877,1
41878,1
41879,1
41880,0
41881,0
41882,0
41883,0
41884,1
41885,0
41886,1
41887,0
41888,1
41889,0
41890,1
41891,0
41892,1
41893,0
41894,0
41895,0
41896,0
41897,0
41898,0
41899,0
41900,1
41901,1
41902,1
41903,1
41904,0
41905,0
41906,0
41907,1
41908,0
41909,1
41910,1
41911,0
41912,0
41913,1
41914,0
41915,0
41916,0
41917,0
41918,1
41919,0
41920,0
41921,0
41922,0
41923,0
41924,0
41925,0
41926,0
41927,0
41928,1
41929,0
41930,0
41931,1
41932,0
41933,1
41934,1
41935,0
41936,0
41937,0
41938,0
41939,1
41940,1
41941,0
41942,0
41943,0
41944,0
41945,1
41946,1
41947,0
41948,0
41949,1
41950,1
41951,1
41952,0
41953,0
41954,0
41955,0
41956,0
41957,0
41958,1
41959,0
41960,0
41961,0
41962,0
41963,1
41964,1
41965,0
41966,0
41967,0
41968,0
41969,0
41970,1
41971,0
41972,1
41973,0
41974,0
41975,0
41976,0
41977,0
41978,0
41979,0
41980,0
41981,1
41982,1
41983,1
41984,0
41985,0
41986,1
41987,1
41988,1
41989,1
41990,0
41991,0
41992,1
41993,1
41994,0
41995,0
41996,1
41997,0
41998,0
41999,1
42000,0
42001,1
42002,0
42003,0
42004,0
42005,0
42006,0
42007,0
42008,0
42009,0
42010,1
42011,0
42012,0
42013,0
42014,0
42015,1
42016,1
42017,0
42018,0
42019,1
42020,1
42021,0
42022,0
42023,0
42024,1
42025,1
42026,0
42027,0
42028,1
42029,0
42030,0
42031,0
42032,1
42033,0
42034,0
42035,0
42036,0
42037,0
42038,0
42039,0
42040,1
42041,1
42042,0
42043,1
42044,0
42045,0
42046,0
42047,1
42048,0
42049,1
42050,1
42051,0
42052,0
42053,0
42054,0
42055,0
42056,1
42057,0
42058,0
42059,0
42060,0
42061,1
42062,1
42063,0
42064,1
42065,0
42066,0
42067,0
42068,0
42069,0
42070,0
42071,1
42072,0
42073,1
42074,0
42075,0
42076,0
42077,0
42078,1
42079,1
42080,0
42081,0
42082,0
42083,1
42084,0
42085,0
42086,0
42087,0
42088,0
42089,0
42090,0
42091,1
42092,0
42093,0
42094,0
42095,0
42096,1
42097,1
42098,1
42099,0
42100,0
42101,0
42102,0
42103,0
42104,1
42105,0
42106,1
42107,0
42108,0
42109,0
42110,0
42111,1
42112,0
42113,1
42114,0
42115,0
42116,1
42117,1
42118,0
42119,1
42120,1
42121,0
42122,0
42123,0
42124,1
42125,0
42126,1
42127,0
42128,0
42129,1
42130,0
42131,0
42132,1
42133,1
42134,0
42135,0
42136,1
42137,0
42138,0
42139,0
42140,0
42141,0
42142,1
42143,0
42144,0
42145,0
42146,0
42147,0
42148,0
42149,0
42150,1
42151,0
42152,0
42153,1
42154,0
42155,1
42156,0
42157,0
42158,1
42159,0
42160,0
42161,1
42162,0
42163,0
42164,0
42165,0
42166,0
42167,0
42168,0
42169,0
42170,0
42171,0
42172,0
42173,0
42174,0
42175,1
42176,1
42177,1
42178,0
42179,1
42180,0
42181,0
42182,0
42183,1
42184,0
42185,0
42186,0
42187,0
42188,1
42189,1
42190,1
42191,0
42192,1
42193,1
42194,0
42195,0
42196,0
42197,0
42198,0
42199,1
42200,0
42201,1
42202,1
42203,1
42204,0
42205,1
42206,1
42207,1
42208,0
42209,0
42210,1
42211,0
42212,0
42213,1
42214,1
42215,0
42216,0
42217,0
42218,0
42219,1
42220,1
42221,0
42222,1
42223,0
42224,1
42225,0
42226,0
42227,1
42228,1
42229,0
42230,1
42231,1
42232,1
42233,0
42234,1
42235,1
42236,1
42237,0
42238,0
42239,0
42240,0
42241,1
42242,1
42243,0
42244,0
42245,0
42246,0
42247,1
42248,1
42249,1
42250,0
42251,1
42252,0
42253,0
42254,0
42255,0
42256,0
42257,1
42258,0
42259,0
42260,0
42261,1
42262,0
42263,1
42264,1
42265,0
42266,0
42267,1
42268,0
42269,0
42270,0
42271,0
42272,0
42273,1
42274,0
42275,1
42276,0
42277,0
42278,1
42279,0
42280,0
42281,1
42282,0
42283,0
42284,0
42285,1
42286,0
42287,1
42288,0
42289,0
42290,0
42291,1
42292,0
42293,1
42294,1
42295,0
42296,0
42297,0
42298,0
42299,0
42300,0
42301,0
42302,0
42303,1
42304,0
42305,1
42306,1
42307,0
42308,0
42309,1
42310,0
42311,0
42312,1
42313,0
42314,1
42315,0
42316,0
42317,0
42318,0
42319,0
42320,1
42321,1
42322,1
42323,1
42324,0
42325,0
42326,1
42327,0
42328,0
42329,0
42330,0
42331,0
42332,1
42333,1
42334,0
42335,1
42336,0
42337,0
42338,0
42339,1
42340,0
42341,0
42342,1
42343,0
42344,1
42345,0
42346,1
42347,0
42348,0
42349,0
42350,0
42351,0
42352,1
42353,1
42354,1
42355,0
42356,0
42357,1
42358,0
42359,0
42360,0
42361,0
42362,1
42363,1
42364,1
42365,0
42366,0
42367,0
42368,0
42369,0
42370,0
42371,0
42372,1
42373,0
42374,0
42375,0
42376,1
42377,1
42378,0
42379,0
42380,0
42381,1
42382,0
42383,1
42384,0
42385,1
42386,1
42387,0
42388,1
42389,0
42390,1
42391,1
42392,1
42393,0
42394,0
42395,0
42396,0
42397,0
42398,1
42399,0
42400,0
42401,0
42402,0
42403,0
42404,0
42405,1
42406,1
42407,0
42408,1
42409,0
42410,1
42411,0
42412,0
42413,1
42414,0
42415,0
42416,1
42417,0
42418,1
42419,1
42420,1
42421,0
42422,0
42423,1
42424,0
42425,0
42426,1
42427,0
42428,0
42429,0
42430,0
42431,1
42432,0
42433,1
42434,0
42435,0
42436,1
42437,1
42438,0
42439,0
42440,1
42441,0
42442,1
42443,0
42444,0
42445,1
42446,0
42447,0
42448,1
42449,0
42450,0
42451,1
42452,0
42453,0
42454,1
42455,0
42456,0
42457,0
42458,1
42459,0
42460,0
42461,0
42462,0
42463,0
42464,1
42465,0
42466,0
42467,1
42468,0
42469,0
42470,0
42471,0
42472,0
42473,0
42474,0
42475,1
42476,0
42477,0
42478,0
42479,0
42480,1
42481,0
42482,0
42483,0
42484,0
42485,1
42486,1
42487,0
42488,0
42489,0
42490,0
42491,0
42492,0
42493,0
42494,0
42495,1
42496,0
42497,0
42498,0
42499,1
42500,0
42501,0
42502,1
42503,0
42504,0
42505,0
42506,1
42507,1
42508,0
42509,0
42510,0
42511,1
42512,0
42513,0
42514,0
42515,1
42516,1
42517,1
42518,1
42519,0
42520,0
42521,0
42522,0
42523,0
42524,1
42525,0
42526,0
42527,0
42528,0
42529,0
42530,0
42531,0
42532,1
42533,0
42534,0
42535,0
42536,0
42537,0
42538,1
42539,0
42540,0
42541,0
42542,0
42543,0
42544,1
42545,0
42546,1
42547,0
42548,0
42549,0
42550,0
42551,0
42552,0
42553,0
42554,0
42555,0
42556,0
42557,0
42558,1
42559,0
42560,0
42561,0
42562,0
42563,0
42564,0
42565,1
42566,0
42567,0
42568,1
42569,0
42570,0
42571,1
42572,0
42573,0
42574,1
42575,1
42576,0
42577,0
42578,1
42579,0
42580,0
42581,0
42582,1
42583,0
42584,1
42585,0
42586,0
42587,0
42588,0
42589,0
42590,0
42591,0
42592,1
42593,0
42594,0
42595,1
42596,1
42597,0
42598,0
42599,0
42600,1
42601,1
42602,0
42603,1
42604,1
42605,0
42606,0
42607,1
42608,0
42609,1
42610,1
42611,0
42612,0
42613,0
42614,1
42615,1
42616,0
42617,1
42618,1
42619,0
42620,0
42621,0
42622,1
42623,0
42624,0
42625,0
42626,1
42627,1
42628,0
42629,1
42630,0
42631,0
42632,0
42633,0
42634,0
42635,0
42636,0
42637,0
42638,0
42639,0
42640,1
42641,0
42642,0
42643,0
42644,0
42645,0
42646,0
42647,1
42648,0
42649,0
42650,0
42651,0
42652,0
42653,1
42654,0
42655,0
42656,0
42657,0
42658,0
42659,1
42660,0
42661,1
42662,0
42663,0
42664,0
42665,0
42666,0
42667,0
42668,0
42669,1
42670,0
42671,0
42672,0
42673,0
42674,0
42675,0
42676,0
42677,0
42678,1
42679,0
42680,1
42681,0
42682,1
42683,1
42684,0
42685,1
42686,0
42687,1
42688,0
42689,0
42690,0
42691,1
42692,0
42693,0
42694,0
42695,0
42696,0
42697,0
42698,1
42699,0
42700,1
42701,1
42702,1
42703,0
42704,0
42705,0
42706,0
42707,1
42708,0
42709,0
42710,0
42711,0
42712,0
42713,0
42714,0
42715,0
42716,0
42717,0
42718,0
42719,0
42720,0
42721,0
42722,0
42723,0
42724,0
42725,0
42726,1
42727,0
42728,0
42729,0
42730,1
42731,1
42732,1
42733,1
42734,0
42735,0
42736,0
42737,0
42738,1
42739,0
42740,1
42741,1
42742,1
42743,0
42744,1
42745,0
42746,0
42747,0
42748,0
42749,1
42750,1
42751,1
42752,1
42753,0
42754,0
42755,0
42756,1
42757,0
42758,0
42759,0
42760,1
42761,1
42762,0
42763,1
42764,1
42765,0
42766,1
42767,1
42768,1
42769,0
42770,1
42771,0
42772,1
42773,0
42774,0
42775,0
42776,1
42777,0
42778,0
42779,1
42780,1
42781,1
42782,0
42783,0
42784,1
42785,0
42786,0
42787,0
42788,0
42789,1
42790,0
42791,0
42792,0
42793,1
42794,1
42795,1
42796,0
42797,0
